course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name,
CA CPT QT,Which sampling provides separate estimates for population means for different purposes and also an over all estimate?,Multistage sampling,Simple random sampling,Systematic sampling,Stratified sampling,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A random sample of 100 items taken from a large batch of articles contains 5 defective items. Set up 96 per cent confidence limits for the proportion of defective items in the batch:,"[0.013, 0.095]","[0.009, 0.085]","[0.005, 0.095]","[0.005, 0.071]",3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The criteria for an ideal estimator are:,"unbiasedeness, expectation, estimation and sampling","estimation, efficiency, expectation and sufficiency","consistency, efficiency, sufficiency and unbiasedness","estimation, consistency, efficiency and sufficiency",3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The permissible sampling error is required to determine sample size for:,Estimating a Proportion,Estimating a Mean,Both (a) & (b),None of these,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If the population S.D. is known to be 5 for a population containing 80 units, then the standard error of sample mean for a sample of size 25 without replacement is:",0.83,0.8,0.93,0.74,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A researcher wishes to estimate the mean of a population by using sufficiently large sample. The probability is 0.95 that the sample mean will not differ from the true mean by more than 25% of the standard deviation. How large sample should be taken?,72,62,42,32,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"In determining the sample size for estimating a population mean, the number of factors must be known is:",2,3,4,5,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"When we have an idea that the error might be involved, we use:",Point Estimate,Interval Estimate,both (a) & (b),None of these,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"In a marketing survey for the introduction of a new product in a town, a sample of 400 persons was drawn. When they were approached for sale, 80 of them purchased the product. Find 95% confidence limits for the percentage of persons who would buy the product in the town","[17.08, 24.95]","[15.25, 22.08]","[18.08, 23.99]","[16.08, 23.92]",4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"A sample of size 3 is taken from a population of 10 members with replacement. If the sample observations are 1, 3 and 5 what is the estimate of the standard error of sample mean?",1.02,1.92,2.37,3.01,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"For a given sample of 200 items drawn from a large population, the mean is 65 and the standard deviation is 8. Find the 95% confidence limits for the population mean:","[67.11, 63.89]","[66.11, 63.89]","[68.11, 65.89]",None of these,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,An unbiased estimator:,Has the smallest variance among all estimator,Is always the best estimator.,Has an expected value equal to the true parameter value,Always generates the true value of the parameter,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"A simple random sample of size 10 is drawn without replacement from a universe containing 85 units. If the mean 90 and S.D. 4 is obtained from the sample, what is the estimate of the standard error of sample mean?",0.1176,0.58,1.19,1.26,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"A simple random sample of size 66 was drawn in the process of estimating the mean annual income of 950 families of a certain township. The mean and standard deviation of the samples were found to be Rs. 4,730 and Rs. 7.65 respectively. Find a 95% confidence interval for the population mean:","[4782.15, 4731.85]","[4728.15, 4731.85]","[4793.85, 4801.85]",None of these,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The sample mean is:,An MVUE for population mean,A sufficient estimator for population mean,A consistent and efficient estimator for population mean,All of these,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Which sampling adds flexibility to the sampling process?,Systematic sampling,Multistage sampling,Stratified sampling,Simple random sampling,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If n numbers are drawn at random without replacement from the set <img>15 Sampling Theory-1_image001.png</img> 1, 2, _m <img>15 Sampling Theory-1_image002_0000.png</img> then var <img>15 Sampling Theory-1_image004_0000.png</img> would be:",<img>15 Sampling Theory-1_image006_0000.png</img>,"<img>15 Sampling Theory-1_image006_0001.png""","<img>15 Sampling Theory-1_image008_0000.png""","<img>15 Sampling Theory-1_image010.png""",3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"For any unknown parameter, how many interval estimates exist?",1,2,Many,3,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If a random sample of 500 mangoes produces 25 rotten mangoes, then the estimate of S.E. of the proportion of rotten mangoes in the sample is:",0.03,0.01,0.09,0.023,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If it is known that the 95% L.C.L and U.C.L to population mean are 48.04 and 51.96 respectively, what is the value of the population variance when the sample size is 100?",9,11,12,10,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The hypothesis which is tested for possible rejection under assumption that is known is:,Null Hypothesis,Alternate Hypothesis,Simple Hypothesis,Composite Hypothesis,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A Population comprises of 20 members. The number of all possible samples if size 2 that can be drawn from it without replacement.,210,380,190,400,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,For an unbiased estimator which of these is not an absolute condition.,Efficiency,Sufficiency,Unbiasedness,Minimum variance,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The method of sampling in which each unit of the population has an equal chance of being selected in the sample is,Random Sampling,Stratified Sampling,Systematic Sampling,None of the above,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The hypothesis which is tested for possible rejection under the assumption that it is true is known as,Biased hypothesis,Alternative hypothesis,Null hypothesis,None of these,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A selection procedure of a sample having no involvement of Probability is known as:,Purposive Sampling,Judgment Sampling,Subjective Sampling,All of the above,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Standard Deviation of a Sampling Distribution is called --------.,Standard Error,Statistic,Parameter,None of the above,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If the standard Error is ½, and the parameter of Normal population given to the S.D. = 4 then, find the sample size?",1024,16,64,36,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Sampling Fluctuations may be described as,The variation in the values of a statistic,The variation in the values of a sample,The differences in the values of a parameter,The variation in the values of observations.,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The sampling distribution is,The distribution of sample observations,The distribution of random samples,The distribution of a parameter,The probability distribution of a statistic.,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Standard error can be described as,The error committed in sampling,The error committed in sample survey,The error committed in estimating a parameter,Standard deviation of a statistic.,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A measure of precision obtained by sampling is given by,Standard error,Sampling fluctuation,Sampling distribution,Expectation.,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"As the sample size increases, standard error",Increases,Decreases,Remains constant,Decreases proportionately.,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If from a population with 25 members, a random sample without replacement of 2 membersis taken, the number of all such samples is",300,625,50,600,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A population comprises 5 members. The number of all possible samples of size 2 that canbe drawn from it with replacement is,100,15,125,25,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Simple random sampling is very effective if,The population is not very large,The population is not much heterogeneous,The population is partitioned into several sections.,Both (a) and (b),2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Simple random sampling is,A probabilistic sampling,A non- probabilistic sampling,A mixed sampling,Both (b) and (c).,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"According to Neyman's allocation, in stratified sampling",Sample size is proportional to the population size,Sample size is proportional to the sample SD,Sample size is proportional to the sample variance,Population size is proportional to the sample variance.,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Sampling can be described as a statistical procedure,To infer about the unknown universe from a knowledge of any sample,To infer about the known universe from a knowledge of a sample drawn from it,To infer about the unknown universe from a knowledge of a random sample drawn from it,Both (a) and (b).,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The Law of Statistical Regularity says that,Sample drawn from the population under discussion possesses the characteristics of the population,A large sample drawn at random from the population would posses the characteristics of the population,A large sample drawn at random from the population would possess thecharacteristics of the population on an average,An optimum level of efficiency can be attained at a minimum cost.,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A sample survey is prone to,Sampling errors,Non-sampling errors,Either (a) or (b),Both (a) and (b),4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The population of roses in Salt Lake City is an example of,A finite population,An infinite population,A hypothetical population,An imaginary population.,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Statistical decision about an unknown universe is taken on the basis of,Sample observations,A sampling frame,Sample survey,Complete enumeration,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Random sampling implies,Haphazard sampling,Probability sampling,Systematic sampling,Sampling with the same probability for each unit.,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A parameter is a characteristic of,Population,Sample,Both (a) and (b),(a) or (b),1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A statistic is,A function of sample observations,A function of population units,A characteristic of a population,A part of a population.,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Which sampling provides separate estimates for population means for different segmentsand also an over all estimate?,Multistage sampling,Stratified sampling,Simple random sampling,Systematic sampling,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Which sampling adds flexibility to the sampling process?,Simple random sampling,Multistage sampling,Stratified sampling,Systematic sampling,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Which sampling is affected most if the sampling frame contains an undetected periodicity?,Simple random sampling,Stratified sampling,Multistage sampling,Systematic sampling,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Which sampling is subjected to the discretion of the sampler?,Systematic sampling,Simple random sampling,Purposive sampling,Quota sampling.,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The criteria for an ideal estimator are,"Unbiasedness, consistency, efficiency and sufficiency","Unbiasedness, expectation, sampling and estimation","Estimation, consistency, sufficiency and efficiency","Estimation, expectation, unbiasedness and sufficiency.",1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The sample standard deviation is,A biased estimator,An unbiased estimator.,A biased estimator for population SD,A biased estimator for population variance.,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The sample mean is,An MVUE for population mean,A consistent and efficient estimator for population mean,A sufficient estimator for population mean,All of these.,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"For an unknown parameter, how many interval estimates exist?",Only one,Two,Three,Many,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The most commonly used confidence interval is,95 percent,90 percent,94 percent,98 percent.,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If a random sample of size 2 with replacement is taken from the population containingthe units 3,6 and 1, then the samples would be","(3,6),(3,1),(6,1)","(3,3),(6,6),(1,1)","(3,3),(3,6),(3,1),(6,6),(6,3),(6,1),(1,1),(1,3),(1,6)","(1,1),(1,3),(1,6),(6,1),(6,2),(6,3),(6,6),(1,6),(1,1)",3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If a random sample of size two is taken without replacement from a population containingthe units a,b,c and d then the possible samples are","(a, b),(a, c),(a, d)","(a, b),(b, c), (c, d)","(a, b), (b, a), (a, c),(c,a), (a, d), (d, a)","(a, b), (a, c), (a, d), (b, c), (b, d), (c,d)",4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If a random sample of 500 oranges produces 25 rotten arranges, then the estimate of SEof the proportion of rotten arranges in the sample is",0.01,0.05,0.028,0.0593,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"If the population SD is known to be 5 for a population containing 80 units, then thestandard error of sample mean for a sample of size 25 without replacement is",5,0.2,1,0.83,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A simple random sample of size 16 is drawn from a population with 50 members. Whatis the SE of sample mean if the population variance is known to be 25 given that thesampling is done with replacement?,1.25,6.25,1.04,1.56,1,2,Sampling Theory,Quatitative Aptitude,
