course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
CA CPT LAW,A Minor can be an Agent and bind his Principal/parents or guardian acting in capacity of Principal.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A Minor can be held liable in tort i.e. civil wrong. However, where the tort arises out of a contract. Minor will not be liable.",TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,An agreement by a Minor -,cannot be ratified,cannot be validated later,either (a) or (b),both (a) and (b).,4,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"D, a Minor, entered into a contract for borrowing a sum of 20,000 Rs out of which lender paid him a sum of 8,000Rs. D executed mortgage of property in favour of the lender. The mortgage is -","valid to the extent of 8,000 Rs only","valid to the extent of 20,000 Rs",totally invalid,validated on attaining majority.,3,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Any money advanced to a minor under a mortgage during his minority cannot be recovered.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"M, a Minor makes a Promissory Note in favour of D. On attaining majority, M makes out a fresh Promissory Note (P/N) in lieu of the old one. In this case -",The original P/N is invalid but the fresh P/N is valid.,The original P/N is valid but the fresh P/N is invalid.,Both the original and fresh P/N are valid.,Both the original and fresh P/N are invalid.,4,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A Minor Speculated in the Stock Exchange and became liable to Stock Brokers for 1 Lakh Rs. Subsequent to attaining majority, he gave two bills of exchange for 45,000 Rs each in satisfaction of the original debt.",Minor is liable for 1 Lakh Rs,"Minor is liable for 90,000 Rs","Minor is liable for 10,000 Rs",Minor is not liable for any amount.,4,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Minor can be -,Party to a Contract,Recipient of the benefits under a Contract,Both (a) and (b),Neither (a) nor (b).,2,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A is a minor, B approaches A for a loan on the basis of a mortgage of the house owned by B. Hence, A advances the money and B executed a mortgage in favour of A, a minor. In these circumstances -","The mortgage is not enforceable by A, because he is a minor",The mortgage is enforceable but only when he attains majority,The mortgage is enforceable by A even though he is a Minor,There is no mortgage at all.,3,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"Where a Minor has received any benefit under a Contract, he -",can be asked to refund the same,cannot be asked to refund the same,has to refund the benefit after attaining majority,can ask for similar benefits after attaining majority.,2,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Mortgage was executed in favour of a Minor. Can the Minor get a decree for the enforcement of the Mortgage?,Yes,No,"Yes, If ordered by the Court",Mortgage is invalid.,1,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Minor under a Contract of Sale delivered goods to the Buyer. Is he entitled to maintain a suit for recovery of price?,Yes,No,"Yes, If ordered by the Court",Sale is invalid.,1,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Specific Performance can be enforced in respect of contracts with Minors.,TRUE,Partly True,FALSE,None of the above.,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"When a contract is entered into on behalf of a Minor by his Parents / Guardian / Manager of his estate, it can be specifically enforced by or against the minor if the contract is -",within the scope of the authority of the Parent /Guardian / Manager,for the benefit of the Minor,either (a) or (b),both (a) and (b).,4,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"If a Minor is guilty of deliberate misrepresentation about his age, thereby inducing another party to contract with him, the contract is -",voidable at the option of the other party,valid,void,illegal.,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A Minor, by misrepresenting his age, borrows some money. He -",can be sued for fraud,cannot be sued for fraud,is liable to return the money,is liable to return the money on attaining majority.,2,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"When a Minor enters into an agreement by false representation of his age, a Minor cannot plead minority.",TRUE,Partly True,FALSE,None of the above.,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,The Principle of Estoppel cannot be applied against a Minor since -,He has no sound mind,He has no privilege to cheat persons by making any representation,He will be induced by dishonest traders to declare in writing that he is a major at the time of entering into a contract,He cannot enter into contract.,4,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"S, a minor, by fraudulently representing himself to be a major, induced L to lend him 4 Lakhs Rs. He refused to repay it and L sued him for the money. The contract is ",Voidable at the option of the Minor,Voidable at the option of L,Wholly valid. S is liable to repay the amount due,Totally void and S is not liable to repay the amount due.,4,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A Minor's Parents or his Guardian are not liable to his Creditor for breach of contract by the Minor, if the contract is for -",supply of necessaries,supply of items other than necessaries,supply of services,all of the above.,4,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Parents or Guardian shall be liable to Creditors when the Minor is acting as agent of the Parents or Guardian.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A Minor, though incompetent to contract -",can act as an Agent,can bind his Principal,either (a) or (b),both (a) and (b).,4,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Where a Minor acts as an agent -,he binds his Principal by his acts,he also incurs personal liability,both (a) and (b),neither (a) nor (b).,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"Minor entering into contracts of apprenticeship, or for training or instruction in a special art, education, etc. are permissible since -",all contracts by a Minor are valid,such contracts generates benefits to the Minor,such contracts are outside the purview of the Indian Contract Act,all of the above.,2,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"G, a Minor and a professional billiards player, agreed with R, a leading professional player, to go on a world tour, competing against each other in matches. G was to pay a certain sum of money to R for this purpose and also for learning the game. R made all arrangements for the matches and spent money, but G refused to go. R sued G and claimed damages for breach of his contract. In this case -",Contract with the Minor G is wholly void,Contract is void but G is not liable to pay damages,Contract is for G's benefit and hence G's estate is liable to pay damages,Contract is valid but not enforceable.,3,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Minor enters into a contract for the purchase of certain necessaries. In such a case -,he is liable to return the necessaries,he is liable to pay,his estate is liable to pay,his guardian is liable to pay.,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Claim for necessaries of life supplied to a minor can be enforced against -,the Minor's property or estate,any relative,the minor personally on attaining majority,"the guardian, if any, of the minor.",1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A person incurred expenses of 5,000 Rs for the necessaries supplied to a Minor, can recover the said amount from the -",Minor personally,Property of the Minor,Property of his Guardian,Court.,2,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"................... normally include articles required to maintain a particular person in the state, degree and station in life in which he is.",Products,Goods,Necessaries,Luxuries.,3,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"............are goods suitable to the condition in the life of the Minor, and to his actual requirements at the time of sale and delivery.",Necessaries,Goods,Life Style Products,Luxuries.,1,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"If a person already has sufficient supply of things of a certain kind, such an item will not be considered as a ""Necessary"".",TRUE,Partly True,FALSE,None of the above.,1,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"Which of these has not been held as ""a Necessary""?",Food,Clothing,Shelter,Mobile Phone.,4,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"Which of these has been held as ""a Necessary'?",Mobile Phone,Clothing to suit the person's social status,Intoxicating drinks,Internet Connection.,2,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Education and Marriage of a Female have also been held to be necessaries in India.,TRUE,Partly True,FALSE,None of the above.,1,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Necessaries consist of -,Tangible Goods,Services,Either (a) or (b),Neither (a) nor (b).,3,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"Which of these is a not a ""necessary"" for a Minor?",Lending money to a Minor for defending a suit on his behalf in which his property is in jeopardy,Lending money to a Minor for defending him in necessary prosecution,Lending money to a Minor for paying his Creditors in respect of horse racing & betting debts,Lending money to a Minor for saving his property from sale in execution of a decree.,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"Which of these is a not a ""necessary"" for a Minor?",Provision of education,Provision of medical and legal advice,Provision of a house on rent for the purpose of living and continuing his studies,Provision of intoxicants and alcoholic drinks.,4,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"J supplies to L, a Minor, necessaries suitable to his condition of life. J is entitled to be reimbursed -",from L's property,by L personally,by L's guardians,any of the above.,1,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"In case of supply of necessaries, a Minor-",cannot be held personally liable for necessaries,can be asked to expend labour in exchange,can be asked to return the necessaries,can be asked to ratify the contract later.,1,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Minor's income can be attached in exchange of supply of necessaries.,TRUE,Partly True,FALSE,None of the above.,3,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"For claiming reimbursement for supply of goods /services, from the property of Minor -","The goods must be 'necessaries', for the particular minor having regard to his status or standard of life.",Minor must be in need of those goods both at the time of sale and delivery,"Contracts should be beneficial to the minor, even if it is not for supply of necessaries",All of the above.,4,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A Minor who was a student, bought 11 fancy coats from N. He was, at that time adequately provided with clothes, but N did not know this fact. In such a case -",Minor is personally liable to pay for the coats,Minor's property can be attached for payment,Minor is liable since he has misled N into supply of coats,Minor or his property is not liable at all.,4,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
